Country,Year,Variable,Unit,Value
Slovenia,2008,Fossil Fuel Consumption,Exajoules,0.231183257
Slovenia,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.931216289
Slovenia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,17.46286337
Slovenia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,51.8014229
Slovenia,2008,Primary Energy Consumption per Capita,Gigajoules per capita,165.7355875
Slovenia,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.153917571
Slovenia,2012,Fossil Fuel Consumption,Exajoules,0.196665753
Slovenia,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.671691761
Slovenia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,15.05090669
Slovenia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,51.13609946
Slovenia,2012,Primary Energy Consumption per Capita,Gigajoules per capita,142.2329686
Slovenia,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.151973444
Slovenia,2017,Fossil Fuel Consumption,Exajoules,0.189008508
Slovenia,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.105241857
Slovenia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,14.32474886
Slovenia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,49.22260325
Slovenia,2017,Primary Energy Consumption per Capita,Gigajoules per capita,138.6870199
Slovenia,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.155483381
Slovenia,2022,Fossil Fuel Consumption,Exajoules,0.171160432
Slovenia,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.166978594
Slovenia,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12.63804282
Slovenia,2022,Carbon Intensity,tonne CO2-eq per Megajoule,48.153478
Slovenia,2022,Primary Energy Consumption per Capita,Gigajoules per capita,123.8078722
South Africa,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.002900504
South Africa,1990,Fossil Fuel Consumption,Exajoules,3.609749391
South Africa,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,9.148472437
South Africa,1990,Primary Energy Consumption per Capita,Gigajoules per capita,92.95471094
South Africa,1990,Carbon Intensity,tonne CO2-eq per Megajoule,95.02726353
South Africa,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,352.24782
South Africa,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.003902094
South Africa,2008,Fossil Fuel Consumption,Exajoules,5.108164226
South Africa,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.814817665
South Africa,2008,Carbon Intensity,tonne CO2-eq per Megajoule,97.68802002
South Africa,2008,Primary Energy Consumption per Capita,Gigajoules per capita,103.9220994
South Africa,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,513.3412979
South Africa,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.003538025
South Africa,2012,Fossil Fuel Consumption,Exajoules,4.980781944
South Africa,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.106674689
South Africa,2012,Primary Energy Consumption per Capita,Gigajoules per capita,96.37273389
South Africa,2012,Carbon Intensity,tonne CO2-eq per Megajoule,97.54726107
South Africa,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,499.6109405
South Africa,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.02290275
South Africa,2017,Fossil Fuel Consumption,Exajoules,5.056386589
South Africa,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.86875688
South Africa,2017,Primary Energy Consumption per Capita,Gigajoules per capita,93.72061061
South Africa,2017,Carbon Intensity,tonne CO2-eq per Megajoule,95.85367246
South Africa,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,508.8343023
South Africa,2022,Gas,Share of Generation Mix,0
South Africa,2022,Other Renewables,Share of Generation Mix,0.001832125
South Africa,2022,Hydro,Share of Generation Mix,0.013203569
South Africa,2022,Oil,Share of Generation Mix,0.015333177
South Africa,2022,Other non-Renewable,Share of Generation Mix,0.019166471
South Africa,2022,Solar,Share of Generation Mix,0.026407138
South Africa,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.038756702
South Africa,2022,Wind,Share of Generation Mix,0.041314394
South Africa,2022,Nuclear,Share of Generation Mix,0.04301808
South Africa,2022,Coal ,Share of Generation Mix,0.839725044
South Africa,2022,Fossil Fuel Consumption,Exajoules,4.541512174
South Africa,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.08939313
South Africa,2022,Primary Energy Consumption per Capita,Gigajoules per capita,80.46323829
South Africa,2022,Carbon Intensity,tonne CO2-eq per Megajoule,94.65262647
South Africa,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,456.1552325
South Korea,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.012995177
South Korea,1990,Fossil Fuel Consumption,Exajoules,3.247620771
South Korea,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.24592533
South Korea,1990,Carbon Intensity,tonne CO2-eq per Megajoule,69.24459815
South Korea,1990,Primary Energy Consumption per Capita,Gigajoules per capita,86.98387307
South Korea,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,265.7422013
South Korea,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.005293463
South Korea,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.513278816
South Korea,2008,Fossil Fuel Consumption,Exajoules,8.547664026
South Korea,2008,Carbon Intensity,tonne CO2-eq per Megajoule,55.2325227
South Korea,2008,Primary Energy Consumption per Capita,Gigajoules per capita,207.988758
South Korea,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,555.9910156
South Korea,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.00771468
South Korea,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.554700129
South Korea,2012,Fossil Fuel Consumption,Exajoules,10.06586337
South Korea,2012,Carbon Intensity,tonne CO2-eq per Megajoule,55.40329397
South Korea,2012,Primary Energy Consumption per Capita,Gigajoules per capita,233.2890879
South Korea,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,641.5210429
South Korea,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.018351466
South Korea,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.04231308
South Korea,2017,Fossil Fuel Consumption,Exajoules,10.81571954
South Korea,2017,Carbon Intensity,tonne CO2-eq per Megajoule,54.13634393
South Korea,2017,Primary Energy Consumption per Capita,Gigajoules per capita,240.8774621
South Korea,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,671.7233565
South Korea,2022,Wind,Share of Generation Mix,0.005413707
South Korea,2022,Hydro,Share of Generation Mix,0.00570897
South Korea,2022,Other non-Renewable,Share of Generation Mix,0.006727201
South Korea,2022,Oil,Share of Generation Mix,0.011139413
South Korea,2022,Other Renewables,Share of Generation Mix,0.027953304
South Korea,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.043144807
South Korea,2022,Solar,Share of Generation Mix,0.043481343
South Korea,2022,Gas,Share of Generation Mix,0.27936488
South Korea,2022,Nuclear,Share of Generation Mix,0.283822616
South Korea,2022,Coal ,Share of Generation Mix,0.336388565
South Korea,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.537230246
South Korea,2022,Fossil Fuel Consumption,Exajoules,10.57413786
South Korea,2022,Carbon Intensity,tonne CO2-eq per Megajoule,48.64839481
South Korea,2022,Primary Energy Consumption per Capita,Gigajoules per capita,245.2542693
South Korea,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,618.2261667
Spain,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.071988693
Spain,1990,Fossil Fuel Consumption,Exajoules,3.01618793
Spain,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.849615032
Spain,1990,Carbon Intensity,tonne CO2-eq per Megajoule,59.97733869
Spain,1990,Primary Energy Consumption per Capita,Gigajoules per capita,98.93358507
Spain,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,230.7637787
Spain,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.0994837
Spain,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.840213425
Spain,2008,Fossil Fuel Consumption,Exajoules,5.24929963
Spain,2008,Carbon Intensity,tonne CO2-eq per Megajoule,57.30296119
Spain,2008,Primary Energy Consumption per Capita,Gigajoules per capita,140.6443534
Spain,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,370.459863
Spain,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.158897742
Spain,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.845358781
Spain,2012,Fossil Fuel Consumption,Exajoules,4.469385444
Spain,2012,Carbon Intensity,tonne CO2-eq per Megajoule,52.57680555
Spain,2012,Primary Energy Consumption per Capita,Gigajoules per capita,128.4533121
Spain,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,315.7749057
Spain,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.15682351
Spain,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.365007639
Spain,2017,Fossil Fuel Consumption,Exajoules,4.347061252
Spain,2017,Carbon Intensity,tonne CO2-eq per Megajoule,53.23280874
Spain,2017,Primary Energy Consumption per Capita,Gigajoules per capita,124.2739652
Spain,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,308.1753509
Spain,2022,Other non-Renewable,Share of Generation Mix,0.016614481
Spain,2022,Other Renewables,Share of Generation Mix,0.023210211
Spain,2022,Coal ,Share of Generation Mix,0.031889929
Spain,2022,Oil,Share of Generation Mix,0.034242083
Spain,2022,Hydro,Share of Generation Mix,0.062098198
Spain,2022,Solar,Share of Generation Mix,0.114951123
Spain,2022,Nuclear,Share of Generation Mix,0.199530187
Spain,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.210341894
Spain,2022,Wind,Share of Generation Mix,0.21351144
Spain,2022,Gas,Share of Generation Mix,0.303952348
Spain,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.255203635
Spain,2022,Fossil Fuel Consumption,Exajoules,4.016978047
Spain,2022,Carbon Intensity,tonne CO2-eq per Megajoule,46.77460858
Spain,2022,Primary Energy Consumption per Capita,Gigajoules per capita,121.0152019
Spain,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,269.2027099
Sri Lanka,1990,Fossil Fuel Consumption,Exajoules,0.07411626
Sri Lanka,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.311143411
Sri Lanka,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.421596186
Sri Lanka,1990,Primary Energy Consumption per Capita,Gigajoules per capita,6.253927923
Sri Lanka,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.183665093
Sri Lanka,2008,Fossil Fuel Consumption,Exajoules,0.186836932
Sri Lanka,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.23206534
Sri Lanka,2008,Primary Energy Consumption per Capita,Gigajoules per capita,11.28250621
Sri Lanka,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.122575716
Sri Lanka,2012,Fossil Fuel Consumption,Exajoules,0.246230559
Sri Lanka,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.141926746
Sri Lanka,2012,Primary Energy Consumption per Capita,Gigajoules per capita,13.35237558
Sri Lanka,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.123135925
Sri Lanka,2017,Fossil Fuel Consumption,Exajoules,0.320871208
Sri Lanka,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.278070096
Sri Lanka,2017,Primary Energy Consumption per Capita,Gigajoules per capita,17.01462699
Sri Lanka,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.240332857
Sri Lanka,2022,Fossil Fuel Consumption,Exajoules,0.25958259
Sri Lanka,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.280590871
Sri Lanka,2022,Primary Energy Consumption per Capita,Gigajoules per capita,15.6514959
Sweden,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.323354505
Sweden,1990,Fossil Fuel Consumption,Exajoules,0.965545662
Sweden,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.710454667
Sweden,1990,Carbon Intensity,tonne CO2-eq per Megajoule,27.95716478
Sweden,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,68.67179319
Sweden,1990,Primary Energy Consumption per Capita,Gigajoules per capita,287.3426689
Sweden,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.370080094
Sweden,2008,Fossil Fuel Consumption,Exajoules,0.831662212
Sweden,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.405417904
Sweden,2008,Carbon Intensity,tonne CO2-eq per Megajoule,24.97190706
Sweden,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,57.55618089
Sweden,2008,Primary Energy Consumption per Capita,Gigajoules per capita,249.7312595
Sweden,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.433058656
Sweden,2012,Fossil Fuel Consumption,Exajoules,0.725069067
Sweden,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.287011512
Sweden,2012,Carbon Intensity,tonne CO2-eq per Megajoule,21.49984691
Sweden,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,50.49899533
Sweden,2012,Primary Energy Consumption per Capita,Gigajoules per capita,245.7943073
Sweden,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.433626997
Sweden,2017,Fossil Fuel Consumption,Exajoules,0.696594547
Sweden,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.556341387
Sweden,2017,Carbon Intensity,tonne CO2-eq per Megajoule,20.42514376
Sweden,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,46.90264685
Sweden,2017,Primary Energy Consumption per Capita,Gigajoules per capita,228.3034082
Sweden,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.533124305
Sweden,2022,Fossil Fuel Consumption,Exajoules,0.598330727
Sweden,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.116903787
Sweden,2022,Carbon Intensity,tonne CO2-eq per Megajoule,18.51594809
Sweden,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,42.14006815
Sweden,2022,Primary Energy Consumption per Capita,Gigajoules per capita,215.7365361
Switzerland,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.269922223
Switzerland,1990,Fossil Fuel Consumption,Exajoules,0.631840897
Switzerland,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.262131023
Switzerland,1990,Primary Energy Consumption per Capita,Gigajoules per capita,177.8763339
Switzerland,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.292637078
Switzerland,2008,Fossil Fuel Consumption,Exajoules,0.650197133
Switzerland,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.64051938
Switzerland,2008,Primary Energy Consumption per Capita,Gigajoules per capita,169.7607071
Switzerland,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.318862757
Switzerland,2012,Fossil Fuel Consumption,Exajoules,0.617777509
Switzerland,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.47417143
Switzerland,2012,Primary Energy Consumption per Capita,Gigajoules per capita,158.0027137
Switzerland,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.324811579
Switzerland,2017,Fossil Fuel Consumption,Exajoules,0.581452961
Switzerland,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.038326895
Switzerland,2017,Primary Energy Consumption per Capita,Gigajoules per capita,134.9610975
Switzerland,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.330758416
Switzerland,2022,Fossil Fuel Consumption,Exajoules,0.494138788
Switzerland,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.739595651
Switzerland,2022,Primary Energy Consumption per Capita,Gigajoules per capita,120.0626968
Taiwan,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.033431945
Taiwan,1990,Fossil Fuel Consumption,Exajoules,1.698403307
Taiwan,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.364545778
Taiwan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,61.54611645
Taiwan,1990,Primary Energy Consumption per Capita,Gigajoules per capita,102.2282195
Taiwan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,129.5230582
Taiwan,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.01577972
Taiwan,2008,Fossil Fuel Consumption,Exajoules,4.038369473
Taiwan,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.117642769
Taiwan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,60.05250032
Taiwan,2008,Primary Energy Consumption per Capita,Gigajoules per capita,195.918446
Taiwan,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,270.5842744
Taiwan,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.020542607
Taiwan,2012,Fossil Fuel Consumption,Exajoules,4.159115449
Taiwan,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.581934816
Taiwan,2012,Carbon Intensity,tonne CO2-eq per Megajoule,59.29720721
Taiwan,2012,Primary Energy Consumption per Capita,Gigajoules per capita,199.5887717
Taiwan,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,274.976395
Taiwan,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.021832135
Taiwan,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.180447283
Taiwan,2017,Fossil Fuel Consumption,Exajoules,4.550277312
Taiwan,2017,Carbon Intensity,tonne CO2-eq per Megajoule,60.11890031
Taiwan,2017,Primary Energy Consumption per Capita,Gigajoules per capita,205.4845417
Taiwan,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,292.3459846
Taiwan,2022,Other Renewables,Share of Generation Mix,0.00689083
Taiwan,2022,Wind,Share of Generation Mix,0.01229558
Taiwan,2022,Oil,Share of Generation Mix,0.015445356
Taiwan,2022,Other non-Renewable,Share of Generation Mix,0.016883522
Taiwan,2022,Hydro,Share of Generation Mix,0.020255325
Taiwan,2022,Solar,Share of Generation Mix,0.037048144
Taiwan,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.044110993
Taiwan,2022,Nuclear,Share of Generation Mix,0.082439771
Taiwan,2022,Gas,Share of Generation Mix,0.388091086
Taiwan,2022,Coal ,Share of Generation Mix,0.420650387
Taiwan,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.431382084
Taiwan,2022,Fossil Fuel Consumption,Exajoules,4.358132496
Taiwan,2022,Carbon Intensity,tonne CO2-eq per Megajoule,58.16561202
Taiwan,2022,Primary Energy Consumption per Capita,Gigajoules per capita,200.1835843
Taiwan,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,278.2099177
Thailand,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.041147631
Thailand,1990,Fossil Fuel Consumption,Exajoules,1.222195238
Thailand,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.310374458
Thailand,1990,Primary Energy Consumption per Capita,Gigajoules per capita,23.07949497
Thailand,1990,Carbon Intensity,tonne CO2-eq per Megajoule,76.83745698
Thailand,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,97.94038898
Thailand,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.030186603
Thailand,2008,Fossil Fuel Consumption,Exajoules,3.767484556
Thailand,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.411971096
Thailand,2008,Primary Energy Consumption per Capita,Gigajoules per capita,57.69870234
Thailand,2008,Carbon Intensity,tonne CO2-eq per Megajoule,68.80243361
Thailand,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,267.280393
Thailand,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.03890422
Thailand,2012,Fossil Fuel Consumption,Exajoules,4.502643775
Thailand,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.608035164
Thailand,2012,Carbon Intensity,tonne CO2-eq per Megajoule,63.97895864
Thailand,2012,Primary Energy Consumption per Capita,Gigajoules per capita,67.74303177
Thailand,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,299.7354332
Thailand,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.054587782
Thailand,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.414433722
Thailand,2017,Fossil Fuel Consumption,Exajoules,4.889879818
Thailand,2017,Carbon Intensity,tonne CO2-eq per Megajoule,62.73936775
Thailand,2017,Primary Energy Consumption per Capita,Gigajoules per capita,72.95276443
Thailand,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,324.5018019
Thailand,2022,Nuclear,Share of Generation Mix,0
Thailand,2022,Other non-Renewable,Share of Generation Mix,7.00303E-09
Thailand,2022,Oil,Share of Generation Mix,0.009601559
Thailand,2022,Wind,Share of Generation Mix,0.01896409
Thailand,2022,Solar,Share of Generation Mix,0.027054861
Thailand,2022,Hydro,Share of Generation Mix,0.036588596
Thailand,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.07327458
Thailand,2022,Other Renewables,Share of Generation Mix,0.075198832
Thailand,2022,Coal ,Share of Generation Mix,0.19696339
Thailand,2022,Gas,Share of Generation Mix,0.635628664
Thailand,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.125158106
Thailand,2022,Fossil Fuel Consumption,Exajoules,4.692263506
Thailand,2022,Carbon Intensity,tonne CO2-eq per Megajoule,60.65405397
Thailand,2022,Primary Energy Consumption per Capita,Gigajoules per capita,70.6203965
Thailand,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,307.1080148
Trinidad & Tobago,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.001421816
Trinidad & Tobago,1990,Fossil Fuel Consumption,Exajoules,0.250203576
Trinidad & Tobago,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,19.1691406
Trinidad & Tobago,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,21.72424208
Trinidad & Tobago,1990,Carbon Intensity,tonne CO2-eq per Megajoule,86.70281422
Trinidad & Tobago,1990,Primary Energy Consumption per Capita,Gigajoules per capita,197.8336087
Trinidad & Tobago,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000337983
Trinidad & Tobago,2008,Fossil Fuel Consumption,Exajoules,0.785540212
Trinidad & Tobago,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,21.55151086
Trinidad & Tobago,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.69603606
Trinidad & Tobago,2008,Carbon Intensity,tonne CO2-eq per Megajoule,42.88086956
Trinidad & Tobago,2008,Primary Energy Consumption per Capita,Gigajoules per capita,564.1906036
Trinidad & Tobago,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,5.34559E-05
Trinidad & Tobago,2012,Fossil Fuel Consumption,Exajoules,0.813922019
Trinidad & Tobago,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,22.37552142
Trinidad & Tobago,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.58164823
Trinidad & Tobago,2012,Carbon Intensity,tonne CO2-eq per Megajoule,41.25684316
Trinidad & Tobago,2012,Primary Energy Consumption per Capita,Gigajoules per capita,569.0566407
Trinidad & Tobago,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,7.09807E-05
Trinidad & Tobago,2017,Fossil Fuel Consumption,Exajoules,0.753379436
Trinidad & Tobago,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,22.01205834
Trinidad & Tobago,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,28.28011992
Trinidad & Tobago,2017,Carbon Intensity,tonne CO2-eq per Megajoule,37.5350205
Trinidad & Tobago,2017,Primary Energy Consumption per Capita,Gigajoules per capita,509.5558964
Trinidad & Tobago,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,8.83699E-05
Trinidad & Tobago,2022,Fossil Fuel Consumption,Exajoules,0.591186715
Trinidad & Tobago,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,16.58021787
Trinidad & Tobago,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,20.57096133
Trinidad & Tobago,2022,Carbon Intensity,tonne CO2-eq per Megajoule,34.79297309
Trinidad & Tobago,2022,Primary Energy Consumption per Capita,Gigajoules per capita,386.1671924
Turkey,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.122197013
Turkey,1990,Fossil Fuel Consumption,Exajoules,1.775965021
Turkey,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.997438284
Turkey,1990,Primary Energy Consumption per Capita,Gigajoules per capita,37.24298462
Turkey,1990,Carbon Intensity,tonne CO2-eq per Megajoule,74.67064319
Turkey,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,151.0731364
Turkey,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.082266395
Turkey,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.040834507
Turkey,2008,Fossil Fuel Consumption,Exajoules,3.893062805
Turkey,2008,Primary Energy Consumption per Capita,Gigajoules per capita,59.47836478
Turkey,2008,Carbon Intensity,tonne CO2-eq per Megajoule,72.30534549
Turkey,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,306.7221792
Turkey,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.125815792
Turkey,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.06749708
Turkey,2012,Fossil Fuel Consumption,Exajoules,4.4983878
Turkey,2012,Carbon Intensity,tonne CO2-eq per Megajoule,68.2881204
Turkey,2012,Primary Energy Consumption per Capita,Gigajoules per capita,68.35796102
Turkey,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,351.3978459
Turkey,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.132403147
Turkey,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.859407452
Turkey,2017,Fossil Fuel Consumption,Exajoules,5.582677477
Turkey,2017,Carbon Intensity,tonne CO2-eq per Megajoule,68.6419951
Turkey,2017,Primary Energy Consumption per Capita,Gigajoules per capita,78.38541021
Turkey,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,441.686849
Turkey,2022,Nuclear,Share of Generation Mix,0
